trade_type,fr_orig,fr_inmode,fr_dest,fr_outmode,dms_orig,dms_dest,dms_dest_cnty,sctgG5,dms_mode,tons_2022
2,801,4,,,364,159,15009,sctg2033,11,0.0000000
2,801,4,,,380,151,15003,sctg2033,11,0.0001950
2,801,4,,,380,159,15001,sctg2033,11,0.0000000
2,801,4,,,380,159,15005,sctg2033,11,0.0000000
2,801,4,,,380,159,15007,sctg2033,11,0.0000000
2,801,4,,,380,159,15009,sctg2033,11,0.0000000
2,801,4,,,392,151,15003,sctg2033,11,0.0002770
2,801,4,,,471,151,15003,sctg2033,11,0.0119640
2,801,4,,,471,159,15001,sctg2033,11,0.0022777
2,801,4,,,471,159,15005,sctg2033,11,0.0000006
2,801,4,,,471,159,15007,sctg2033,11,0.0009747
2,801,4,,,471,159,15009,sctg2033,11,0.0020099
2,801,4,,,489,151,15003,sctg2033,11,0.0000000
2,801,4,,,489,159,15001,sctg2033,11,0.0000000
2,801,4,,,489,159,15005,sctg2033,11,0.0000000
2,801,4,,,489,159,15007,sctg2033,11,0.0000000
2,801,4,,,489,159,15009,sctg2033,11,0.0000000
2,801,4,,,500,151,15003,sctg2033,11,0.0000000
2,801,4,,,500,159,15001,sctg2033,11,0.0000000
2,801,4,,,500,159,15005,sctg2033,11,0.0000000
2,801,4,,,500,159,15007,sctg2033,11,0.0000000
2,801,4,,,500,159,15009,sctg2033,11,0.0000000
2,801,4,,,531,151,15003,sctg2033,11,0.0000000
2,801,5,,,061,151,15003,sctg2033,5,0.0000000
2,801,5,,,061,159,15001,sctg2033,5,0.0000000
2,801,5,,,061,159,15005,sctg2033,5,0.0000000
2,801,5,,,061,159,15007,sctg2033,5,0.0000000
2,801,5,,,061,159,15009,sctg2033,5,0.0000000
2,801,5,,,261,151,15003,sctg2033,5,0.0208150
2,801,5,,,261,159,15001,sctg2033,5,0.0040007
2,801,5,,,261,159,15005,sctg2033,5,0.0000010
2,801,5,,,261,159,15007,sctg2033,5,0.0017120
2,801,5,,,261,159,15009,sctg2033,5,0.0035303
2,801,5,,,269,151,15003,sctg2033,5,0.0000000
2,801,5,,,269,159,15001,sctg2033,5,0.0000000
2,801,5,,,269,159,15005,sctg2033,5,0.0000000
2,801,5,,,269,159,15007,sctg2033,5,0.0000000
2,801,5,,,269,159,15009,sctg2033,5,0.0000000
2,801,5,,,362,151,15003,sctg2033,5,0.0024100
2,801,5,,,362,159,15001,sctg2033,5,0.0003635
2,801,5,,,362,159,15005,sctg2033,5,0.0000001
2,801,5,,,362,159,15007,sctg2033,5,0.0001556
2,801,5,,,362,159,15009,sctg2033,5,0.0003208
2,801,5,,,369,151,15003,sctg2033,5,0.0013350
2,801,5,,,369,159,15001,sctg2033,5,0.0001147
2,801,5,,,369,159,15005,sctg2033,5,0.0000000
2,801,5,,,369,159,15007,sctg2033,5,0.0000491
2,801,5,,,369,159,15009,sctg2033,5,0.0001012
2,801,5,,,531,151,15003,sctg2033,5,0.0010540
2,801,5,,,531,159,15001,sctg2033,5,0.0002025
2,801,5,,,531,159,15005,sctg2033,5,0.0000001
2,801,5,,,531,159,15007,sctg2033,5,0.0000867
2,801,5,,,531,159,15009,sctg2033,5,0.0001787
2,801,5,,,539,151,15003,sctg2033,5,0.0510520
2,801,5,,,539,159,15001,sctg2033,5,0.0098121
2,801,5,,,539,159,15005,sctg2033,5,0.0000024
2,801,5,,,539,159,15007,sctg2033,5,0.0041990
2,801,5,,,539,159,15009,sctg2033,5,0.0086585
2,802,1,,,063,151,15003,sctg2033,11,0.0000000
2,802,1,,,063,151,15003,sctg2033,5,0.0618600
2,802,1,,,063,159,15001,sctg2033,11,0.0000000
2,802,1,,,063,159,15001,sctg2033,5,0.0118899
2,802,1,,,063,159,15005,sctg2033,11,0.0000000
2,802,1,,,063,159,15005,sctg2033,5,0.0000030
2,802,1,,,063,159,15007,sctg2033,11,0.0000000
2,802,1,,,063,159,15007,sctg2033,5,0.0050882
2,802,1,,,063,159,15009,sctg2033,11,0.0000000
2,802,1,,,063,159,15009,sctg2033,5,0.0104920
2,802,1,,,069,151,15003,sctg2033,5,0.0000000
2,802,1,,,069,159,15001,sctg2033,5,0.0000000
2,802,1,,,069,159,15005,sctg2033,5,0.0000000
2,802,1,,,069,159,15007,sctg2033,5,0.0000000
2,802,1,,,069,159,15009,sctg2033,5,0.0000000
2,802,1,,,350,151,15003,sctg2033,5,0.0000000
2,802,1,,,350,159,15001,sctg2033,5,0.0000000
2,802,1,,,350,159,15005,sctg2033,5,0.0000000
2,802,1,,,350,159,15007,sctg2033,5,0.0000000
2,802,1,,,350,159,15009,sctg2033,5,0.0000000
2,802,1,,,485,151,15003,sctg2033,11,0.0000000
2,802,1,,,485,159,15001,sctg2033,11,0.0000000
2,802,1,,,485,159,15005,sctg2033,11,0.0000000
2,802,1,,,485,159,15007,sctg2033,11,0.0000000
2,802,1,,,485,159,15009,sctg2033,11,0.0000000
2,802,1,,,487,151,15003,sctg2033,11,0.0000000
2,802,1,,,487,151,15003,sctg2033,5,0.0071780
2,802,1,,,487,159,15001,sctg2033,11,0.0000000
2,802,1,,,487,159,15001,sctg2033,5,0.0013797
2,802,1,,,487,159,15005,sctg2033,11,0.0000000
2,802,1,,,487,159,15005,sctg2033,5,0.0000003
2,802,1,,,487,159,15007,sctg2033,11,0.0000000
2,802,1,,,487,159,15007,sctg2033,5,0.0005904
2,802,1,,,487,159,15009,sctg2033,11,0.0000000
2,802,1,,,487,159,15009,sctg2033,5,0.0012175
2,802,3,,,061,151,15003,sctg2033,3,0.0084040
2,802,3,,,061,151,15003,sctg2033,5,0.0000000
2,802,3,,,061,159,15001,sctg2033,3,0.0012571
2,802,3,,,061,159,15007,sctg2033,3,0.0009877
2,802,3,,,061,159,15009,sctg2033,3,0.0014872
2,802,3,,,064,151,15003,sctg2033,3,0.0463020
2,802,3,,,064,159,15001,sctg2033,3,0.0069262
2,802,3,,,064,159,15007,sctg2033,3,0.0054420
2,802,3,,,064,159,15009,sctg2033,3,0.0081939
2,802,3,,,181,151,15003,sctg2033,5,0.0000000
2,802,4,,,061,151,15003,sctg2033,11,0.0000000
2,802,4,,,061,159,15001,sctg2033,11,0.0000000
2,802,4,,,061,159,15005,sctg2033,11,0.0000000
2,802,4,,,061,159,15007,sctg2033,11,0.0000000
2,802,4,,,061,159,15009,sctg2033,11,0.0000000
2,802,4,,,122,151,15003,sctg2033,11,0.0002600
2,802,4,,,122,159,15001,sctg2033,11,0.0000208
2,802,4,,,122,159,15005,sctg2033,11,0.0000000
2,802,4,,,122,159,15007,sctg2033,11,0.0000089
2,802,4,,,122,159,15009,sctg2033,11,0.0000183
2,802,4,,,212,151,15003,sctg2033,11,0.0014650
2,802,4,,,212,159,15001,sctg2033,11,0.0002398
2,802,4,,,212,159,15005,sctg2033,11,0.0000001
2,802,4,,,212,159,15007,sctg2033,11,0.0001026
2,802,4,,,212,159,15009,sctg2033,11,0.0002116
2,802,4,,,363,151,15003,sctg2033,11,0.0000000
2,802,4,,,363,159,15001,sctg2033,11,0.0000000
2,802,4,,,363,159,15005,sctg2033,11,0.0000000
2,802,4,,,363,159,15007,sctg2033,11,0.0000000
2,802,4,,,363,159,15009,sctg2033,11,0.0000000
2,802,4,,,392,151,15003,sctg2033,11,0.0000000
2,802,4,,,471,151,15003,sctg2033,11,0.0037500
2,802,4,,,471,159,15001,sctg2033,11,0.0006881
2,802,4,,,471,159,15005,sctg2033,11,0.0000002
2,802,4,,,471,159,15007,sctg2033,11,0.0002945
2,802,4,,,471,159,15009,sctg2033,11,0.0006072
2,802,5,,,061,151,15003,sctg2033,5,0.0000000
2,802,5,,,061,159,15001,sctg2033,5,0.0000000
2,802,5,,,061,159,15005,sctg2033,5,0.0000000
2,802,5,,,061,159,15007,sctg2033,5,0.0000000
2,802,5,,,061,159,15009,sctg2033,5,0.0000000
2,802,5,,,069,151,15003,sctg2033,5,0.0000000
2,802,5,,,069,159,15001,sctg2033,5,0.0000000
2,802,5,,,069,159,15005,sctg2033,5,0.0000000
2,802,5,,,069,159,15007,sctg2033,5,0.0000000
2,802,5,,,069,159,15009,sctg2033,5,0.0000000
2,803,3,,,061,151,15003,sctg2033,5,0.3169340
2,803,3,,,061,159,15001,sctg2033,3,0.0474109
2,803,3,,,061,159,15007,sctg2033,3,0.0372513
2,803,3,,,061,159,15009,sctg2033,3,0.0560888
2,803,3,,,064,151,15003,sctg2033,3,1.5121500
2,803,3,,,064,159,15001,sctg2033,3,0.2262053
2,803,3,,,064,159,15007,sctg2033,3,0.1777320
2,803,3,,,064,159,15009,sctg2033,3,0.2676087
2,803,3,,,121,151,15003,sctg2033,5,0.0000000
2,803,3,,,121,159,15001,sctg2033,5,0.0000000
2,803,3,,,121,159,15005,sctg2033,5,0.0000000
2,803,3,,,121,159,15007,sctg2033,5,0.0000000
2,803,3,,,121,159,15009,sctg2033,5,0.0000000
2,803,3,,,122,151,15003,sctg2033,3,0.0000000
2,803,3,,,122,159,15001,sctg2033,3,0.0000000
2,803,3,,,122,159,15007,sctg2033,3,0.0000000
2,803,3,,,122,159,15009,sctg2033,3,0.0000000
2,803,3,,,223,151,15003,sctg2033,5,0.0000000
2,803,3,,,223,159,15001,sctg2033,5,0.0000000
2,803,3,,,223,159,15005,sctg2033,5,0.0000000
2,803,3,,,223,159,15007,sctg2033,5,0.0000000
2,803,3,,,223,159,15009,sctg2033,5,0.0000000
2,803,3,,,241,151,15003,sctg2033,5,0.0017840
2,803,3,,,241,159,15001,sctg2033,5,0.0003428
2,803,3,,,241,159,15005,sctg2033,5,0.0000001
2,803,3,,,241,159,15007,sctg2033,5,0.0001467
2,803,3,,,241,159,15009,sctg2033,5,0.0003025
2,803,3,,,280,151,15003,sctg2033,5,0.0000000
2,803,3,,,280,159,15001,sctg2033,5,0.0000000
2,803,3,,,280,159,15005,sctg2033,5,0.0000000
2,803,3,,,280,159,15007,sctg2033,5,0.0000000
2,803,3,,,280,159,15009,sctg2033,5,0.0000000
2,803,3,,,421,151,15003,sctg2033,5,0.0000000
2,803,3,,,421,159,15001,sctg2033,5,0.0000000
2,803,3,,,421,159,15005,sctg2033,5,0.0000000
2,803,3,,,421,159,15007,sctg2033,5,0.0000000
2,803,3,,,421,159,15009,sctg2033,5,0.0000000
2,803,3,,,486,151,15003,sctg2033,3,0.0000000
2,803,3,,,486,159,15001,sctg2033,3,0.0000000
2,803,3,,,486,159,15007,sctg2033,3,0.0000000
2,803,3,,,486,159,15009,sctg2033,3,0.0000000
2,803,4,,,020,151,15003,sctg2033,11,0.0000000
2,803,4,,,020,159,15001,sctg2033,11,0.0000000
2,803,4,,,020,159,15005,sctg2033,11,0.0000000
2,803,4,,,020,159,15007,sctg2033,11,0.0000000
2,803,4,,,020,159,15009,sctg2033,11,0.0000000
2,803,4,,,061,151,15003,sctg2033,11,0.0009250
2,803,4,,,061,159,15001,sctg2033,11,0.0006011
2,803,4,,,061,159,15005,sctg2033,11,0.0000001
2,803,4,,,061,159,15007,sctg2033,11,0.0002573
2,803,4,,,061,159,15009,sctg2033,11,0.0005305
2,803,4,,,064,151,15003,sctg2033,11,0.0000000
2,803,4,,,064,159,15001,sctg2033,11,0.0000000
2,803,4,,,064,159,15005,sctg2033,11,0.0000000
2,803,4,,,064,159,15007,sctg2033,11,0.0000000
2,803,4,,,064,159,15009,sctg2033,11,0.0000000
2,803,4,,,122,151,15003,sctg2033,11,0.0023360
2,803,4,,,122,159,15001,sctg2033,11,0.0002501
2,803,4,,,122,159,15005,sctg2033,11,0.0000001
2,803,4,,,122,159,15007,sctg2033,11,0.0001070
2,803,4,,,122,159,15009,sctg2033,11,0.0002207
2,803,4,,,171,151,15003,sctg2033,11,0.0000000
2,803,4,,,171,159,15001,sctg2033,11,0.0000000
2,803,4,,,171,159,15005,sctg2033,11,0.0000000
2,803,4,,,171,159,15007,sctg2033,11,0.0000000
2,803,4,,,171,159,15009,sctg2033,11,0.0000000
2,803,4,,,212,151,15003,sctg2033,11,0.0035050
2,803,4,,,212,159,15001,sctg2033,11,0.0005436
2,803,4,,,212,159,15005,sctg2033,11,0.0000001
2,803,4,,,212,159,15007,sctg2033,11,0.0002326
2,803,4,,,212,159,15009,sctg2033,11,0.0004797
2,803,4,,,223,151,15003,sctg2033,11,0.0000000
2,803,4,,,251,151,15003,sctg2033,11,0.0000000
2,803,4,,,251,159,15001,sctg2033,11,0.0000000
2,803,4,,,251,159,15005,sctg2033,11,0.0000000
2,803,4,,,251,159,15007,sctg2033,11,0.0000000
2,803,4,,,251,159,15009,sctg2033,11,0.0000000
2,803,4,,,471,151,15003,sctg2033,11,0.0030020
2,803,4,,,471,159,15001,sctg2033,11,0.0005328
2,803,4,,,471,159,15005,sctg2033,11,0.0000001
2,803,4,,,471,159,15007,sctg2033,11,0.0002280
2,803,4,,,471,159,15009,sctg2033,11,0.0004701
2,803,4,,,484,151,15003,sctg2033,11,0.0006350
2,803,4,,,484,159,15001,sctg2033,11,0.0001220
2,803,4,,,484,159,15005,sctg2033,11,0.0000000
2,803,4,,,484,159,15007,sctg2033,11,0.0000522
2,803,4,,,484,159,15009,sctg2033,11,0.0001077
2,804,3,,,061,151,15003,sctg2033,3,0.0000000
2,804,3,,,061,151,15003,sctg2033,5,0.5331340
2,804,3,,,061,159,15001,sctg2033,3,0.0797529
2,804,3,,,061,159,15007,sctg2033,3,0.0626627
2,804,3,,,061,159,15009,sctg2033,3,0.0943504
2,804,3,,,063,151,15003,sctg2033,5,0.0000000
2,804,3,,,063,159,15001,sctg2033,5,0.0000000
2,804,3,,,063,159,15005,sctg2033,5,0.0000000
2,804,3,,,063,159,15007,sctg2033,5,0.0000000
2,804,3,,,063,159,15009,sctg2033,5,0.0000000
2,804,3,,,064,151,15003,sctg2033,3,1.0025700
2,804,3,,,064,151,15003,sctg2033,5,0.0000000
2,804,3,,,064,159,15001,sctg2033,3,0.1499761
2,804,3,,,064,159,15001,sctg2033,5,0.0000000
2,804,3,,,064,159,15005,sctg2033,5,0.0000000
2,804,3,,,064,159,15007,sctg2033,3,0.1178379
2,804,3,,,064,159,15007,sctg2033,5,0.0000000
2,804,3,,,064,159,15009,sctg2033,3,0.1774270
2,804,3,,,064,159,15009,sctg2033,5,0.0000000
2,804,3,,,122,151,15003,sctg2033,3,0.0936570
2,804,3,,,122,151,15003,sctg2033,5,0.0000000
2,804,3,,,122,159,15001,sctg2033,3,0.0140103
2,804,3,,,122,159,15001,sctg2033,5,0.0000000
2,804,3,,,122,159,15005,sctg2033,5,0.0000000
2,804,3,,,122,159,15007,sctg2033,3,0.0110080
2,804,3,,,122,159,15007,sctg2033,5,0.0000000
2,804,3,,,122,159,15009,sctg2033,3,0.0165747
2,804,3,,,122,159,15009,sctg2033,5,0.0000000
2,804,3,,,132,151,15003,sctg2033,5,0.0000000
2,804,3,,,132,159,15001,sctg2033,5,0.0000000
2,804,3,,,132,159,15005,sctg2033,5,0.0000000
2,804,3,,,132,159,15007,sctg2033,5,0.0000000
2,804,3,,,132,159,15009,sctg2033,5,0.0000000
2,804,3,,,171,151,15003,sctg2033,3,0.0000000
2,804,3,,,171,151,15003,sctg2033,5,0.0736280
2,804,3,,,171,159,15001,sctg2033,5,0.0141512
2,804,3,,,171,159,15005,sctg2033,5,0.0000035
2,804,3,,,171,159,15007,sctg2033,5,0.0060559
2,804,3,,,171,159,15009,sctg2033,5,0.0124874
2,804,3,,,223,151,15003,sctg2033,5,0.0303620
2,804,3,,,223,159,15001,sctg2033,5,0.0058357
2,804,3,,,223,159,15005,sctg2033,5,0.0000014
2,804,3,,,223,159,15007,sctg2033,5,0.0024973
2,804,3,,,223,159,15009,sctg2033,5,0.0051496
2,804,3,,,241,151,15003,sctg2033,5,0.0000000
2,804,3,,,241,159,15001,sctg2033,5,0.0000000
2,804,3,,,241,159,15005,sctg2033,5,0.0000000
2,804,3,,,241,159,15007,sctg2033,5,0.0000000
2,804,3,,,241,159,15009,sctg2033,5,0.0000000
2,804,3,,,261,151,15003,sctg2033,5,0.0000000
2,804,3,,,261,159,15001,sctg2033,5,0.0000000
2,804,3,,,261,159,15005,sctg2033,5,0.0000000
2,804,3,,,261,159,15007,sctg2033,5,0.0000000
2,804,3,,,261,159,15009,sctg2033,5,0.0000000
2,804,3,,,341,151,15003,sctg2033,3,0.0036580
2,804,3,,,341,151,15003,sctg2033,5,0.1179130
2,804,3,,,341,159,15001,sctg2033,3,0.0004861
2,804,3,,,341,159,15001,sctg2033,5,0.0225018
2,804,3,,,341,159,15005,sctg2033,5,0.0000056
2,804,3,,,341,159,15007,sctg2033,3,0.0003819
2,804,3,,,341,159,15007,sctg2033,5,0.0096294
2,804,3,,,341,159,15009,sctg2033,3,0.0005750
2,804,3,,,341,159,15009,sctg2033,5,0.0198562
2,804,3,,,392,151,15003,sctg2033,5,0.0000000
2,804,3,,,392,159,15001,sctg2033,5,0.0000000
2,804,3,,,392,159,15005,sctg2033,5,0.0000000
2,804,3,,,392,159,15007,sctg2033,5,0.0000000
2,804,3,,,392,159,15009,sctg2033,5,0.0000000
2,804,3,,,421,151,15003,sctg2033,5,0.0000000
2,804,3,,,421,159,15001,sctg2033,5,0.0000000
2,804,3,,,421,159,15005,sctg2033,5,0.0000000
2,804,3,,,421,159,15007,sctg2033,5,0.0000000
2,804,3,,,421,159,15009,sctg2033,5,0.0000000
2,804,3,,,451,151,15003,sctg2033,5,0.0000000
2,804,3,,,451,159,15001,sctg2033,5,0.0000000
2,804,3,,,451,159,15005,sctg2033,5,0.0000000
2,804,3,,,451,159,15007,sctg2033,5,0.0000000
2,804,3,,,451,159,15009,sctg2033,5,0.0000000
2,804,3,,,486,151,15003,sctg2033,3,0.0000000
2,804,3,,,486,151,15003,sctg2033,5,0.0028180
2,804,3,,,486,159,15001,sctg2033,3,0.0000000
2,804,3,,,486,159,15001,sctg2033,5,0.0005418
2,804,3,,,486,159,15005,sctg2033,5,0.0000001
2,804,3,,,486,159,15007,sctg2033,3,0.0000000
2,804,3,,,486,159,15007,sctg2033,5,0.0002319
2,804,3,,,486,159,15009,sctg2033,3,0.0000000
2,804,3,,,486,159,15009,sctg2033,5,0.0004781
2,804,3,,,512,151,15003,sctg2033,5,0.0178120
2,804,3,,,512,159,15001,sctg2033,5,0.0034233
2,804,3,,,512,159,15005,sctg2033,5,0.0000008
2,804,3,,,512,159,15007,sctg2033,5,0.0014650
2,804,3,,,512,159,15009,sctg2033,5,0.0030208
2,804,3,,,531,151,15003,sctg2033,3,0.0000000
2,804,3,,,531,151,15003,sctg2033,5,0.0432560
2,804,3,,,531,159,15001,sctg2033,3,0.0000000
2,804,3,,,531,159,15001,sctg2033,5,0.0083138
2,804,3,,,531,159,15005,sctg2033,5,0.0000021
2,804,3,,,531,159,15007,sctg2033,3,0.0000000
2,804,3,,,531,159,15007,sctg2033,5,0.0035578
2,804,3,,,531,159,15009,sctg2033,3,0.0000000
2,804,3,,,531,159,15009,sctg2033,5,0.0073363
2,804,4,,,020,151,15003,sctg2033,11,0.0002510
2,804,4,,,020,159,15001,sctg2033,11,0.0000026
2,804,4,,,020,159,15005,sctg2033,11,0.0000000
2,804,4,,,020,159,15007,sctg2033,11,0.0000011
2,804,4,,,020,159,15009,sctg2033,11,0.0000023
2,804,4,,,061,151,15003,sctg2033,11,0.0406180
2,804,4,,,061,159,15001,sctg2033,11,0.0077776
2,804,4,,,061,159,15005,sctg2033,11,0.0000019
2,804,4,,,061,159,15007,sctg2033,11,0.0033283
2,804,4,,,061,159,15009,sctg2033,11,0.0068631
2,804,4,,,063,151,15003,sctg2033,11,0.0001890
2,804,4,,,063,159,15001,sctg2033,11,0.0000364
2,804,4,,,063,159,15005,sctg2033,11,0.0000000
2,804,4,,,063,159,15007,sctg2033,11,0.0000156
2,804,4,,,063,159,15009,sctg2033,11,0.0000321
2,804,4,,,064,151,15003,sctg2033,11,0.0063860
2,804,4,,,064,159,15001,sctg2033,11,0.0012278
2,804,4,,,064,159,15005,sctg2033,11,0.0000003
2,804,4,,,064,159,15007,sctg2033,11,0.0005254
2,804,4,,,064,159,15009,sctg2033,11,0.0010835
2,804,4,,,111,151,15003,sctg2033,11,0.0000000
2,804,4,,,111,159,15001,sctg2033,11,0.0000000
2,804,4,,,111,159,15005,sctg2033,11,0.0000000
2,804,4,,,111,159,15007,sctg2033,11,0.0000000
2,804,4,,,111,159,15009,sctg2033,11,0.0000000
2,804,4,,,122,151,15003,sctg2033,11,0.0002510
2,804,4,,,122,159,15001,sctg2033,11,0.0000485
2,804,4,,,122,159,15005,sctg2033,11,0.0000000
2,804,4,,,122,159,15007,sctg2033,11,0.0000207
2,804,4,,,122,159,15009,sctg2033,11,0.0000428
2,804,4,,,131,151,15003,sctg2033,11,0.0000000
2,804,4,,,131,159,15001,sctg2033,11,0.0000000
2,804,4,,,131,159,15005,sctg2033,11,0.0000000
2,804,4,,,131,159,15007,sctg2033,11,0.0000000
2,804,4,,,131,159,15009,sctg2033,11,0.0000000
2,804,4,,,171,151,15003,sctg2033,11,0.0014790
2,804,4,,,171,159,15001,sctg2033,11,0.0002843
2,804,4,,,171,159,15005,sctg2033,11,0.0000001
2,804,4,,,171,159,15007,sctg2033,11,0.0001217
2,804,4,,,171,159,15009,sctg2033,11,0.0002509
2,804,4,,,182,151,15003,sctg2033,11,0.0000000
2,804,4,,,182,159,15001,sctg2033,11,0.0000000
2,804,4,,,182,159,15005,sctg2033,11,0.0000000
2,804,4,,,182,159,15007,sctg2033,11,0.0000000
2,804,4,,,182,159,15009,sctg2033,11,0.0000000
2,804,4,,,211,151,15003,sctg2033,11,0.0000000
2,804,4,,,211,159,15001,sctg2033,11,0.0000000
2,804,4,,,211,159,15005,sctg2033,11,0.0000000
2,804,4,,,211,159,15007,sctg2033,11,0.0000000
2,804,4,,,211,159,15009,sctg2033,11,0.0000000
2,804,4,,,212,151,15003,sctg2033,11,0.0120410
2,804,4,,,212,159,15001,sctg2033,11,0.0033428
2,804,4,,,212,159,15005,sctg2033,11,0.0000008
2,804,4,,,212,159,15007,sctg2033,11,0.0014305
2,804,4,,,212,159,15009,sctg2033,11,0.0029498
2,804,4,,,223,151,15003,sctg2033,11,0.0000240
2,804,4,,,223,159,15001,sctg2033,11,0.0000048
2,804,4,,,223,159,15005,sctg2033,11,0.0000000
2,804,4,,,223,159,15007,sctg2033,11,0.0000020
2,804,4,,,223,159,15009,sctg2033,11,0.0000042
2,804,4,,,251,151,15003,sctg2033,11,0.0000000
2,804,4,,,251,159,15001,sctg2033,11,0.0000000
2,804,4,,,251,159,15005,sctg2033,11,0.0000000
2,804,4,,,251,159,15007,sctg2033,11,0.0000000
2,804,4,,,251,159,15009,sctg2033,11,0.0000000
2,804,4,,,271,151,15003,sctg2033,11,0.0001930
2,804,4,,,271,159,15001,sctg2033,11,0.0000372
2,804,4,,,271,159,15005,sctg2033,11,0.0000000
2,804,4,,,271,159,15007,sctg2033,11,0.0000159
2,804,4,,,271,159,15009,sctg2033,11,0.0000328
2,804,4,,,321,151,15003,sctg2033,11,0.0000000
2,804,4,,,321,159,15001,sctg2033,11,0.0000000
2,804,4,,,321,159,15005,sctg2033,11,0.0000000
2,804,4,,,321,159,15007,sctg2033,11,0.0000000
2,804,4,,,321,159,15009,sctg2033,11,0.0000000
2,804,4,,,341,151,15003,sctg2033,11,0.0001210
2,804,4,,,341,159,15001,sctg2033,11,0.0000234
2,804,4,,,341,159,15005,sctg2033,11,0.0000000
2,804,4,,,341,159,15007,sctg2033,11,0.0000100
2,804,4,,,341,159,15009,sctg2033,11,0.0000206
2,804,4,,,363,151,15003,sctg2033,11,0.0044760
2,804,4,,,363,159,15001,sctg2033,11,0.0007773
2,804,4,,,363,159,15005,sctg2033,11,0.0000002
2,804,4,,,363,159,15007,sctg2033,11,0.0003326
2,804,4,,,363,159,15009,sctg2033,11,0.0006859
2,804,4,,,371,151,15003,sctg2033,11,0.0000000
2,804,4,,,371,159,15001,sctg2033,11,0.0000000
2,804,4,,,371,159,15005,sctg2033,11,0.0000000
2,804,4,,,371,159,15007,sctg2033,11,0.0000000
2,804,4,,,371,159,15009,sctg2033,11,0.0000000
2,804,4,,,392,151,15003,sctg2033,11,0.0001810
2,804,4,,,392,159,15001,sctg2033,11,0.0000346
2,804,4,,,392,159,15005,sctg2033,11,0.0000000
2,804,4,,,392,159,15007,sctg2033,11,0.0000148
2,804,4,,,392,159,15009,sctg2033,11,0.0000306
2,804,4,,,411,151,15003,sctg2033,11,0.0000000
2,804,4,,,411,159,15001,sctg2033,11,0.0000000
2,804,4,,,411,159,15005,sctg2033,11,0.0000000
2,804,4,,,411,159,15007,sctg2033,11,0.0000000
2,804,4,,,411,159,15009,sctg2033,11,0.0000000
2,804,4,,,421,151,15003,sctg2033,11,0.0000000
2,804,4,,,421,159,15001,sctg2033,11,0.0000000
2,804,4,,,421,159,15005,sctg2033,11,0.0000000
2,804,4,,,421,159,15007,sctg2033,11,0.0000000
2,804,4,,,421,159,15009,sctg2033,11,0.0000000
2,804,4,,,471,151,15003,sctg2033,11,0.0080420
2,804,4,,,471,159,15001,sctg2033,11,0.0015463
2,804,4,,,471,159,15005,sctg2033,11,0.0000004
2,804,4,,,471,159,15007,sctg2033,11,0.0006617
2,804,4,,,471,159,15009,sctg2033,11,0.0013645
2,804,4,,,484,151,15003,sctg2033,11,0.0015930
2,804,4,,,484,159,15001,sctg2033,11,0.0003064
2,804,4,,,484,159,15005,sctg2033,11,0.0000001
2,804,4,,,484,159,15007,sctg2033,11,0.0001311
2,804,4,,,484,159,15009,sctg2033,11,0.0002704
2,804,4,,,486,151,15003,sctg2033,11,0.0000000
2,804,4,,,486,159,15001,sctg2033,11,0.0000000
2,804,4,,,486,159,15005,sctg2033,11,0.0000000
2,804,4,,,486,159,15007,sctg2033,11,0.0000000
2,804,4,,,486,159,15009,sctg2033,11,0.0000000
2,804,4,,,491,151,15003,sctg2033,11,0.0000000
2,804,4,,,491,159,15001,sctg2033,11,0.0000000
2,804,4,,,491,159,15005,sctg2033,11,0.0000000
2,804,4,,,491,159,15007,sctg2033,11,0.0000000
2,804,4,,,491,159,15009,sctg2033,11,0.0000000
2,804,4,,,531,151,15003,sctg2033,11,0.0002090
2,804,4,,,531,159,15001,sctg2033,11,0.0000402
2,804,4,,,531,159,15005,sctg2033,11,0.0000000
2,804,4,,,531,159,15007,sctg2033,11,0.0000172
2,804,4,,,531,159,15009,sctg2033,11,0.0000355
2,805,3,,,061,151,15003,sctg2033,5,0.0000000
2,805,3,,,061,159,15001,sctg2033,3,0.0000000
2,805,3,,,061,159,15007,sctg2033,3,0.0000000
2,805,3,,,061,159,15009,sctg2033,3,0.0000000
2,805,3,,,064,151,15003,sctg2033,3,0.0000000
2,805,3,,,064,159,15001,sctg2033,3,0.0000000
2,805,3,,,064,159,15007,sctg2033,3,0.0000000
2,805,3,,,064,159,15009,sctg2033,3,0.0000000
2,805,3,,,241,151,15003,sctg2033,5,0.0000000
2,805,3,,,241,159,15001,sctg2033,5,0.0000000
2,805,3,,,241,159,15005,sctg2033,5,0.0000000
2,805,3,,,241,159,15007,sctg2033,5,0.0000000
2,805,3,,,241,159,15009,sctg2033,5,0.0000000
2,805,3,,,341,151,15003,sctg2033,5,0.0014600
2,805,3,,,341,159,15001,sctg2033,5,0.0002804
2,805,3,,,341,159,15005,sctg2033,5,0.0000001
2,805,3,,,341,159,15007,sctg2033,5,0.0001200
2,805,3,,,341,159,15009,sctg2033,5,0.0002475
2,805,4,,,061,151,15003,sctg2033,11,0.0095750
2,805,4,,,061,159,15001,sctg2033,11,0.0018359
2,805,4,,,061,159,15005,sctg2033,11,0.0000005
2,805,4,,,061,159,15007,sctg2033,11,0.0007856
2,805,4,,,061,159,15009,sctg2033,11,0.0016200
